,Education,Marital_Status,Age_Group,Income_Class,Children,Wine_Preference,Fruit_Preference,Meat_Preference,Sweets_Preference,Purchase_Place
1320,Graduation,Single,60s,High,No Children,Wine,Fruits,Meat,Sweets,Store
509,Graduation,Married,20s,Medium,No Children,Wine,No Fruits,Meat,Sweets,Store
1000,Master,Together,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Web
825,2n Cycle,Single,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
916,PhD,Married,30s,High,Children,Wine,Fruits,Meat,Sweets,Web
728,Master,Together,50s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Web
1664,Graduation,Together,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Web
1840,Master,Together,30s,Low,No Children,No Wine,No Fruits,No Meat,No Sweets,Store
962,Graduation,Married,40s,High,No Children,Wine,No Fruits,Meat,Sweets,Store
867,Graduation,Single,30s,Low,Children,No Wine,No Fruits,No Meat,Sweets,Web
204,Graduation,Married,30s,Medium,Children,Wine,No Fruits,Meat,Sweets,Web
1112,Graduation,Divorced,40s,Medium,Children,Wine,No Fruits,Meat,Sweets,Web
347,Graduation,Married,50s,High,No Children,Wine,Fruits,Meat,Sweets,Store
356,PhD,Single,30s,Medium,Children,Wine,No Fruits,Meat,No Sweets,Store
1804,Master,Divorced,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
2103,Graduation,Married,40s,High,Children,Wine,No Fruits,Meat,No Sweets,Store
1482,Graduation,Married,20s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1890,Graduation,Together,20s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Web
1046,Graduation,Together,20s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1296,Graduation,Together,30s,Medium,Children,Wine,Fruits,Meat,No Sweets,Store
1569,Master,Together,50s,Medium,Children,No Wine,Fruits,No Meat,Sweets,Store
1357,Graduation,Single,30s,Medium,Children,Wine,No Fruits,No Meat,No Sweets,Store
1023,PhD,Together,50s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
285,2n Cycle,Divorced,20s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
836,Graduation,Married,30s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Web
2072,PhD,Married,60s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1505,Graduation,Single,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
689,Graduation,Divorced,30s,High,Children,Wine,Fruits,Meat,Sweets,Store
386,2n Cycle,Together,30s,Low,Children,No Wine,No Fruits,No Meat,Sweets,Store
408,Graduation,Married,20s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
287,Graduation,Single,20s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1362,Graduation,Single,50s,Medium,Children,Wine,No Fruits,No Meat,Sweets,Web
269,Basic,Married,30s,Low,Children,No Wine,Fruits,No Meat,Sweets,Store
1430,Graduation,Married,50s,Medium,Children,Wine,No Fruits,Meat,No Sweets,Web
283,Graduation,Together,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
628,PhD,Together,60s,High,No Children,Wine,Fruits,Meat,No Sweets,Store
608,Graduation,Single,40s,Medium,No Children,No Wine,No Fruits,No Meat,Sweets,Web
1126,Graduation,Married,50s,Medium,Children,Wine,No Fruits,No Meat,No Sweets,Web
1868,Graduation,Single,20s,Medium,Children,Wine,No Fruits,Meat,Sweets,Web
2037,Graduation,Together,50s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
398,Graduation,Married,30s,Medium,Children,Wine,Fruits,Meat,Sweets,Store
515,Graduation,Single,40s,High,No Children,Wine,Fruits,Meat,Sweets,Web
1404,2n Cycle,Single,30s,High,No Children,Wine,Fruits,Meat,No Sweets,Store
828,Graduation,Married,30s,Medium,Children,No Wine,Fruits,No Meat,Sweets,Store
1611,Graduation,Together,20s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Web
726,Graduation,Together,40s,High,Children,Wine,Fruits,Meat,Sweets,Web
13,Graduation,Married,20s,Low,No Children,No Wine,Fruits,No Meat,No Sweets,Store
81,Graduation,Single,50s,Medium,Children,Wine,No Fruits,No Meat,No Sweets,Web
541,Master,Married,60s,High,No Children,Wine,Fruits,Meat,Sweets,Store
942,PhD,Married,30s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Store
757,Graduation,Married,30s,High,Children,Wine,Fruits,Meat,Sweets,Store
886,Graduation,Divorced,20s,Low,Children,No Wine,Fruits,No Meat,No Sweets,Web
1675,PhD,Married,20s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Store
758,PhD,Married,60s,High,No Children,Wine,Fruits,Meat,No Sweets,Web
1639,Master,Together,50s,Medium,Children,Wine,No Fruits,Meat,No Sweets,Web
1789,PhD,Single,40s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Web
1700,Graduation,Married,30s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1715,Graduation,Divorced,50s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
60,Graduation,Married,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
25,Graduation,Married,30s,Medium,Children,Wine,No Fruits,No Meat,No Sweets,Web
1772,Graduation,Together,30s,High,Children,Wine,Fruits,Meat,Sweets,Store
2008,Master,Married,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
772,Basic,Married,20s,Low,Children,No Wine,Fruits,No Meat,Sweets,Store
674,PhD,Married,20s,High,No Children,No Wine,Fruits,Meat,No Sweets,Store
103,Master,Together,40s,Medium,Children,Wine,No Fruits,No Meat,No Sweets,Web
342,Graduation,Single,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
453,PhD,Together,50s,High,No Children,Wine,Fruits,Meat,Sweets,Web
202,Master,Together,30s,Medium,Children,Wine,No Fruits,No Meat,No Sweets,Store
1086,Graduation,Married,30s,Medium,Children,Wine,Fruits,Meat,Sweets,Store
1408,Graduation,Married,40s,Medium,Children,No Wine,Fruits,No Meat,No Sweets,Store
774,PhD,Divorced,40s,Medium,Children,Wine,Fruits,Meat,Sweets,Web
401,Graduation,Together,40s,High,Children,Wine,Fruits,Meat,Sweets,Store
943,Graduation,Married,40s,Medium,Children,Wine,Fruits,No Meat,Sweets,Store
1630,Graduation,Single,30s,Medium,No Children,Wine,Fruits,Meat,No Sweets,Store
576,Graduation,Together,50s,Low,No Children,No Wine,No Fruits,No Meat,No Sweets,Store
1413,Master,Married,20s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
384,Graduation,Together,20s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Store
318,PhD,Single,20s,Medium,No Children,No Wine,No Fruits,No Meat,No Sweets,Store
1209,2n Cycle,Divorced,50s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1017,Graduation,Together,40s,High,No Children,Wine,Fruits,Meat,Sweets,Web
2113,Graduation,Widow,40s,Medium,Children,Wine,No Fruits,No Meat,Sweets,Web
802,PhD,Together,40s,High,Children,Wine,No Fruits,Meat,No Sweets,Store
1492,Graduation,Together,50s,Medium,Children,Wine,Fruits,Meat,Sweets,Store
1567,Graduation,Divorced,20s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1021,Graduation,Married,30s,High,No Children,Wine,Fruits,Meat,Sweets,Store
190,Graduation,Single,40s,High,No Children,Wine,Fruits,Meat,Sweets,Store
740,Graduation,Married,40s,High,No Children,Wine,Fruits,Meat,Sweets,Store
2154,PhD,YOLO,30s,Medium,Children,Wine,No Fruits,No Meat,No Sweets,Web
332,Graduation,Divorced,50s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1696,Graduation,Married,40s,High,No Children,Wine,Fruits,Meat,Sweets,Store
751,Graduation,Single,50s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1487,PhD,Single,50s,Medium,No Children,Wine,Fruits,Meat,Sweets,Web
1566,Master,Together,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1158,2n Cycle,Married,30s,Low,No Children,No Wine,No Fruits,No Meat,No Sweets,Store
1529,2n Cycle,Married,20s,Medium,No Children,No Wine,Fruits,No Meat,No Sweets,Store
1,Graduation,Single,50s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1489,Master,Married,30s,Medium,Children,Wine,No Fruits,Meat,Sweets,Store
66,Graduation,Married,50s,High,Children,Wine,Fruits,Meat,Sweets,Store
1734,Graduation,Married,30s,Medium,Children,No Wine,No Fruits,Meat,No Sweets,Web
1262,Graduation,Married,40s,High,Children,Wine,Fruits,Meat,Sweets,Store
2210,Graduation,Married,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
54,PhD,Married,40s,Medium,Children,Wine,No Fruits,No Meat,No Sweets,Web
2079,2n Cycle,Married,20s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1845,Graduation,Single,30s,High,Children,Wine,Fruits,Meat,Sweets,Store
1397,Graduation,Single,20s,Medium,Children,No Wine,Fruits,No Meat,Sweets,Web
65,Master,Married,50s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1832,Graduation,Single,20s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1129,2n Cycle,Divorced,30s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Web
1205,PhD,Together,20s,High,No Children,Wine,No Fruits,Meat,Sweets,Store
504,Graduation,Single,20s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
2088,PhD,Together,30s,Medium,No Children,Wine,Fruits,Meat,No Sweets,Store
763,PhD,Single,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
262,Graduation,Married,50s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
742,2n Cycle,Together,30s,High,No Children,Wine,Fruits,Meat,Sweets,Store
131,Graduation,Married,40s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1236,Graduation,Married,30s,High,Children,Wine,Fruits,Meat,No Sweets,Store
798,Graduation,Single,30s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1624,PhD,Divorced,40s,High,Children,Wine,No Fruits,Meat,Sweets,Store
1096,Graduation,Married,40s,High,Children,Wine,No Fruits,No Meat,Sweets,Store
2135,PhD,Married,50s,Medium,Children,Wine,No Fruits,Meat,No Sweets,Store
1972,Graduation,Married,50s,Medium,Children,Wine,Fruits,Meat,Sweets,Store
998,PhD,Together,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
645,PhD,Together,60s,High,Children,Wine,Fruits,Meat,Sweets,Store
1765,Graduation,Married,40s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1201,Graduation,Married,30s,Medium,Children,Wine,No Fruits,No Meat,Sweets,Store
1825,Master,Divorced,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1665,PhD,Married,50s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1250,Graduation,Married,50s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1335,Graduation,Together,30s,High,Children,Wine,No Fruits,Meat,Sweets,Web
21,PhD,Married,60s,Medium,Children,Wine,No Fruits,Meat,No Sweets,Store
1221,PhD,Together,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1394,Graduation,Married,30s,High,Children,Wine,Fruits,Meat,No Sweets,Store
730,2n Cycle,Together,30s,Medium,Children,No Wine,Fruits,No Meat,No Sweets,Store
1998,2n Cycle,Married,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1635,Graduation,Widow,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Web
918,Graduation,Single,20s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
2215,PhD,Married,50s,Medium,Children,No Wine,No Fruits,Meat,No Sweets,Store
1865,PhD,Divorced,40s,Medium,Children,Wine,No Fruits,No Meat,No Sweets,Web
1766,Graduation,Together,50s,High,Children,Wine,Fruits,Meat,Sweets,Web
2139,Graduation,Together,50s,Medium,Children,Wine,Fruits,Meat,Sweets,Store
496,Graduation,Divorced,50s,High,Children,Wine,Fruits,Meat,Sweets,Store
872,PhD,Together,40s,High,No Children,Wine,Fruits,Meat,Sweets,Store
778,PhD,Married,50s,High,No Children,Wine,Fruits,Meat,Sweets,Store
2133,2n Cycle,Divorced,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1769,Graduation,Married,30s,Medium,Children,Wine,No Fruits,No Meat,No Sweets,Web
20,Graduation,Married,30s,Low,Children,No Wine,No Fruits,Meat,No Sweets,Web
1270,Master,Together,60s,Medium,No Children,Wine,Fruits,Meat,Sweets,Web
1691,Graduation,Married,30s,High,Children,Wine,No Fruits,Meat,Sweets,Store
895,Graduation,Together,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
2124,Master,Together,50s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Web
249,Graduation,Divorced,30s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Store
289,Graduation,Divorced,50s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Web
533,Graduation,Widow,40s,High,No Children,Wine,Fruits,Meat,Sweets,Store
163,Graduation,Single,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Web
1719,Graduation,Single,40s,High,Children,Wine,Fruits,Meat,Sweets,Web
1580,Graduation,Single,20s,Medium,Children,Wine,No Fruits,Meat,Sweets,Web
652,Graduation,Married,50s,Low,No Children,No Wine,No Fruits,No Meat,No Sweets,Store
378,Master,Together,30s,High,Children,Wine,No Fruits,Meat,Sweets,Store
641,Graduation,Divorced,50s,Medium,Children,Wine,No Fruits,Meat,No Sweets,Web
1171,Graduation,Single,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
516,PhD,Married,50s,Medium,Children,Wine,No Fruits,Meat,Sweets,Store
803,Graduation,Married,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1155,Graduation,Married,60s,High,No Children,Wine,Fruits,Meat,Sweets,Store
153,PhD,Married,30s,High,Children,No Wine,No Fruits,Meat,No Sweets,Web
665,2n Cycle,Married,20s,Medium,Children,No Wine,No Fruits,Meat,No Sweets,Web
1893,2n Cycle,Together,50s,High,No Children,Wine,Fruits,Meat,Sweets,Store
99,Graduation,Single,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Web
827,Graduation,Together,60s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1684,Master,Married,50s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Web
1603,PhD,Together,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
811,Graduation,Together,50s,High,Children,Wine,Fruits,Meat,Sweets,Web
654,Basic,Single,20s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Store
216,Graduation,Divorced,50s,Medium,Children,Wine,Fruits,Meat,No Sweets,Store
542,Graduation,Together,50s,Medium,Children,No Wine,Fruits,Meat,No Sweets,Store
820,2n Cycle,Together,30s,Medium,Children,No Wine,No Fruits,No Meat,Sweets,Store
686,Graduation,Together,50s,High,No Children,Wine,Fruits,Meat,Sweets,Web
107,Graduation,Married,40s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1080,PhD,Single,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Web
402,PhD,Married,60s,High,No Children,Wine,No Fruits,Meat,No Sweets,Store
812,2n Cycle,Divorced,50s,High,Children,Wine,Fruits,Meat,Sweets,Store
182,Graduation,Married,20s,Medium,Children,No Wine,No Fruits,No Meat,Sweets,Web
556,Graduation,Together,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
866,2n Cycle,Together,30s,Low,Children,No Wine,Fruits,No Meat,Sweets,Web
2134,Master,Together,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1976,Graduation,Single,50s,High,Children,Wine,Fruits,Meat,Sweets,Web
1386,Graduation,Single,50s,Medium,Children,Wine,No Fruits,No Meat,No Sweets,Web
1095,2n Cycle,Married,30s,High,Children,Wine,Fruits,Meat,Sweets,Store
3,Graduation,Together,20s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
380,PhD,Married,60s,Medium,No Children,Wine,No Fruits,Meat,No Sweets,Web
634,Master,Divorced,40s,Medium,Children,Wine,No Fruits,Meat,No Sweets,Store
46,Graduation,Widow,50s,High,Children,Wine,Fruits,Meat,Sweets,Store
525,2n Cycle,Together,50s,Medium,Children,No Wine,No Fruits,No Meat,Sweets,Store
666,PhD,Single,30s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1540,Graduation,Divorced,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
69,Graduation,Divorced,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1183,2n Cycle,Married,40s,Medium,Children,No Wine,Fruits,No Meat,Sweets,Store
995,Graduation,Married,40s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Web
982,Graduation,Single,80s,Medium,No Children,No Wine,No Fruits,No Meat,No Sweets,Store
1224,Graduation,Together,30s,High,No Children,Wine,Fruits,Meat,Sweets,Store
2178,Graduation,Single,40s,Medium,Children,Wine,Fruits,Meat,No Sweets,Web
1983,Graduation,Single,40s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Store
53,Graduation,Single,20s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
320,Master,Married,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
63,Graduation,Together,50s,High,Children,Wine,Fruits,Meat,Sweets,Store
1207,Basic,Single,20s,Low,Children,No Wine,Fruits,No Meat,No Sweets,Web
1249,Master,Together,20s,High,No Children,Wine,Fruits,Meat,Sweets,Store
2092,Master,Together,40s,High,Children,Wine,Fruits,Meat,No Sweets,Store
1950,Graduation,Together,40s,High,Children,Wine,Fruits,Meat,Sweets,Store
1133,Graduation,Together,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Web
1113,Graduation,Single,40s,High,Children,Wine,Fruits,Meat,Sweets,Store
333,Graduation,Married,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1010,Master,Together,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
280,Graduation,Together,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Web
41,Master,Married,30s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1022,Graduation,Single,30s,Medium,No Children,No Wine,Fruits,Meat,Sweets,Web
1303,Graduation,Together,40s,Medium,Children,Wine,Fruits,Meat,No Sweets,Store
1975,Master,Single,60s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1308,Master,Together,50s,Medium,Children,Wine,No Fruits,Meat,Sweets,Web
1898,Graduation,Single,40s,Medium,Children,Wine,No Fruits,Meat,No Sweets,Store
150,PhD,Married,60s,High,No Children,Wine,Fruits,Meat,Sweets,Web
1314,PhD,Married,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
568,Graduation,Together,60s,Medium,Children,Wine,No Fruits,No Meat,No Sweets,Web
485,PhD,Together,60s,High,Children,Wine,No Fruits,Meat,Sweets,Store
55,Master,Single,20s,High,No Children,Wine,Fruits,Meat,Sweets,Store
2174,Graduation,Together,30s,Medium,Children,Wine,No Fruits,Meat,No Sweets,Web
969,Master,Divorced,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1801,Graduation,Married,50s,Medium,Children,Wine,No Fruits,Meat,Sweets,Store
1978,2n Cycle,Married,30s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1735,2n Cycle,Single,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
707,Master,Married,40s,High,Children,Wine,No Fruits,Meat,Sweets,Web
814,Graduation,Divorced,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
510,Graduation,Married,50s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1746,Graduation,Married,30s,High,Children,Wine,Fruits,Meat,Sweets,Web
1554,Graduation,Married,50s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
769,Graduation,Single,40s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1237,PhD,Married,40s,High,No Children,Wine,Fruits,Meat,Sweets,Store
357,2n Cycle,Married,20s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1200,Graduation,Together,40s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1167,Graduation,Together,60s,Medium,Children,Wine,Fruits,Meat,No Sweets,Web
900,Master,Married,30s,Medium,Children,No Wine,No Fruits,Meat,No Sweets,Store
631,Master,Together,60s,High,No Children,Wine,Fruits,Meat,Sweets,Store
2093,2n Cycle,Married,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1910,Graduation,Married,40s,High,No Children,Wine,Fruits,Meat,Sweets,Store
792,Master,Married,30s,Medium,Children,Wine,No Fruits,No Meat,No Sweets,Web
2145,Graduation,Married,20s,High,No Children,Wine,Fruits,Meat,Sweets,Store
2108,Master,Single,30s,High,No Children,Wine,No Fruits,Meat,Sweets,Store
1373,Master,Married,30s,Medium,Children,Wine,No Fruits,Meat,No Sweets,Web
2185,Basic,Together,40s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Store
927,2n Cycle,Single,50s,High,Children,Wine,Fruits,Meat,Sweets,Web
805,Graduation,Married,30s,High,Children,Wine,Fruits,No Meat,No Sweets,Web
745,Master,Married,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
706,Graduation,Single,50s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1387,Master,Married,40s,Medium,Children,Wine,No Fruits,Meat,Sweets,Web
319,PhD,Married,50s,High,Children,Wine,Fruits,Meat,No Sweets,Web
1636,Graduation,Together,30s,High,No Children,No Wine,No Fruits,Meat,No Sweets,Web
2000,Graduation,Together,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
495,Graduation,Married,80s,Medium,No Children,No Wine,No Fruits,Meat,No Sweets,Store
1988,Graduation,Married,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1003,2n Cycle,Married,40s,High,No Children,Wine,Fruits,Meat,Sweets,Store
2,Graduation,Together,40s,High,No Children,Wine,Fruits,Meat,Sweets,Store
2187,2n Cycle,Divorced,50s,Medium,Children,Wine,Fruits,Meat,No Sweets,Web
297,Master,Married,40s,High,Children,Wine,No Fruits,No Meat,No Sweets,Web
520,Graduation,Married,40s,High,Children,Wine,No Fruits,Meat,No Sweets,Store
1940,Graduation,Single,50s,Medium,Children,Wine,Fruits,Meat,No Sweets,Web
1198,Graduation,Together,50s,High,Children,Wine,Fruits,Meat,Sweets,Store
1981,PhD,Married,30s,Medium,Children,Wine,No Fruits,Meat,No Sweets,Web
1672,Graduation,Single,20s,High,No Children,Wine,Fruits,Meat,Sweets,Store
450,Graduation,Married,40s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1849,Master,Together,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
2109,PhD,Married,60s,High,No Children,No Wine,No Fruits,No Meat,No Sweets,Web
839,2n Cycle,Married,50s,High,No Children,Wine,Fruits,Meat,Sweets,Store
622,Graduation,Divorced,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
340,Graduation,Married,30s,High,No Children,Wine,Fruits,Meat,No Sweets,Store
1494,Master,Single,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Web
1519,Graduation,Single,20s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Store
489,Basic,Married,20s,Low,No Children,No Wine,Fruits,No Meat,Sweets,Web
2080,PhD,Married,30s,High,Children,Wine,Fruits,Meat,Sweets,Web
470,Graduation,Married,30s,Medium,Children,Wine,No Fruits,No Meat,No Sweets,Store
1064,2n Cycle,Together,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
221,Graduation,Together,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1154,Graduation,Together,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
252,PhD,Married,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
579,Master,Single,40s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1277,Graduation,Married,50s,Low,No Children,No Wine,No Fruits,No Meat,No Sweets,Store
359,Master,Single,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1006,Graduation,Single,30s,Low,No Children,No Wine,Fruits,No Meat,Sweets,Store
695,PhD,Together,60s,High,Children,Wine,No Fruits,No Meat,No Sweets,Store
2062,Graduation,Married,40s,Medium,Children,Wine,Fruits,Meat,Sweets,Web
500,Master,Together,50s,High,No Children,Wine,Fruits,Meat,Sweets,Store
2045,Graduation,Married,30s,High,Children,Wine,Fruits,Meat,Sweets,Store
677,PhD,Divorced,50s,Medium,Children,Wine,No Fruits,No Meat,No Sweets,Store
2138,Graduation,Together,30s,High,Children,Wine,Fruits,No Meat,Sweets,Web
1181,Master,Married,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
617,PhD,Married,40s,High,Children,Wine,Fruits,Meat,Sweets,Store
2195,Graduation,Together,30s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Store
47,Master,Married,40s,High,No Children,Wine,Fruits,Meat,Sweets,Store
111,Master,Together,50s,Medium,Children,Wine,Fruits,Meat,Sweets,Store
2070,Graduation,Absurd,80s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1148,Graduation,Together,50s,Medium,Children,Wine,No Fruits,Meat,Sweets,Web
1180,Graduation,Single,50s,High,Children,No Wine,Fruits,No Meat,No Sweets,Web
1628,Master,Divorced,50s,Medium,No Children,No Wine,No Fruits,No Meat,No Sweets,Store
389,Graduation,Single,30s,Medium,Children,No Wine,No Fruits,Meat,No Sweets,Store
1420,2n Cycle,Together,20s,Low,No Children,No Wine,No Fruits,No Meat,No Sweets,Store
1466,Graduation,Married,30s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Store
760,Graduation,Married,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
267,PhD,Single,20s,High,No Children,Wine,No Fruits,Meat,Sweets,Store
2063,2n Cycle,Married,80s,High,No Children,Wine,Fruits,Meat,Sweets,Store
974,Graduation,Married,40s,High,No Children,Wine,Fruits,Meat,Sweets,Web
1470,PhD,Together,60s,High,Children,Wine,No Fruits,No Meat,No Sweets,Web
1257,Graduation,Married,60s,Medium,No Children,Wine,Fruits,Meat,No Sweets,Web
184,Graduation,Married,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1032,Master,Single,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1935,Graduation,Single,60s,High,No Children,Wine,Fruits,Meat,Sweets,Store
1090,Graduation,Together,40s,Medium,Children,Wine,No Fruits,No Meat,No Sweets,Store
1968,Graduation,Together,50s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Store
317,Graduation,Single,20s,Low,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1274,2n Cycle,Married,40s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
935,Graduation,Together,30s,Medium,Children,No Wine,No Fruits,No Meat,No Sweets,Store
1264,Graduation,Married,40s,Medium,Children,No Wine,No Fruits,No Meat,Sweets,Web
667,Graduation,Divorced,40s,High,Children,Wine,Fruits,Meat,Sweets,Web
508,Master,Single,20s,High,No Children,Wine,Fruits,Meat,Sweets,Store
2177,Basic,Single,20s,Low,Children,No Wine,Fruits,No Meat,No Sweets,Web
589,Graduation,Single,50s,High,No Children,Wine,Fruits,Meat,Sweets,Store
